Order,Date,Price,FirstName,LastName,Destination,PickUp,Type
2635,09-05-2019 20:49:51,75,Thomas,Hildorf,Sahara,Mocambique,Type 5
2636,19-08-2019 01:46:27,55,Helene,Lund,De Kanariske Oeer,Suakin,Type 3
2637,30-07-2019 13:58:38,35,Steven,Roenhild,Tripoli,Victoria Faldene,Type 2
2638,18-09-2019 03:10:09,85,Andreas,Jakobsen,Victoriasoen,Victoriasoen,Type 1
2639,17-06-2019 09:42:04,65,Mark,Pedersen,Addis Abeba,Wadai,Type 1
2640,27-02-2019 11:23:45,20,Kasper,Jakobsen,Dakar,Cairo,Type 4
2641,03-10-2019 17:27:42,5,Kasper,Lund,Tripoli,Bahr El Ghazal,Type 4
2642,22-05-2019 04:09:29,70,Thomas,Hegelund,Bahr El Ghazal,Victoria Faldene,Type 5
2643,22-04-2019 02:53:56,75,Jakob,Kireli,Suakin,Sierra Leone,Type 1
2644,16-02-2019 22:02:03,80,Marc,Lafi,Timbuktu,Sahara,Type 5
2645,20-03-2019 04:16:07,80,Niels,Kireli,De Kanariske Oeer,De Kanariske Oeer,Type 3
2646,14-01-2019 09:26:07,35,Thomas,Vinther,Guldkysten,Addis Abeba,Type 2
2647,30-08-2019 15:57:00,40,Andreas,Meynan,Mocambique,Timbuktu,Type 4
2648,08-09-2019 01:48:43,45,Benjamin,Memborg,St. Helena,Tunis,Type 5
2649,10-10-2019 15:10:23,5,Jonas,Trier,Laundo,Dragebjerget,Type 4
2650,07-11-2019 17:58:45,80,Thomas,Pyndt,Sahara,Hvalbugten,Type 1
2651,05-05-2019 01:28:48,80,Kasper,Steffensen,Kabalo,Congo,Type 3
2652,20-02-2019 20:54:00,70,Marc,Trier,Cairo,Timbuktu,Type 2
2653,23-10-2019 02:47:10,60,Helene,Kireli,Sahara,St. Helena,Type 4
2654,16-10-2019 19:28:17,90,Simone,Vasie,Marrakesh,Marrakesh,Type 3
2655,23-06-2019 14:36:06,35,Niels,Svenningsen,Marrakesh,Tanger,Type 2
2656,15-02-2019 01:56:15,65,Gustav,Kluw,Kapstaden,Kap Guardafui,Type 5
2657,26-05-2019 17:16:54,40,Arkan,Pyndt,Kap st. Marie,Guldkysten,Type 5
2658,06-05-2019 03:11:46,50,Kasper,Memborg,Sahara,Amatave,Type 4
2659,24-04-2019 14:41:39,15,Andreas,Memborg,Dragebjerget,Dragebjerget,Type 3
2660,03-02-2019 19:53:16,70,Rasmus,Lund,Kap Guardafui,Sahara,Type 2
2661,23-01-2019 22:24:43,10,Zeki,Hildorf,Kap Guardafui,Zanzibar,Type 4
2662,13-01-2019 10:56:43,50,Alexander,Demant,Dafur,De Kanariske Oeer,Type 1
2663,01-07-2019 03:20:24,35,Rasmus,Kluw,Guldkysten,Timbuktu,Type 1
2664,26-06-2019 04:05:52,30,Jonas,Kireli,Sahara,Tanger,Type 1
2665,17-10-2019 01:08:48,50,Kasper,Trier,Addis Abeba,Tripoli,Type 3
2666,27-05-2019 06:34:19,85,Jakob,Lafi,Sierra Leone,Kap st. Marie,Type 1
2667,28-06-2019 01:54:29,65,Marc,Meynan,Wadai,Omdurmant,Type 1
2668,13-05-2019 19:03:07,30,Arkan,Lafi,Hvalbugten,Sierra Leone,Type 5
2669,19-05-2019 19:10:08,40,Zeki,Madsen,Tanger,Mocambique,Type 1
2670,11-03-2019 11:47:31,20,Jonas,Madsen,Mocambique,Sierra Leone,Type 2
2671,24-02-2019 01:31:41,45,Andreas,Wagtberg,Kabalo,Hvalbugten,Type 5
2672,21-06-2019 08:04:38,55,Benjamin,Vinther,Slavekysten,Amatave,Type 1
2673,28-08-2019 01:37:08,20,Alexander,Jakobsen,Timbuktu,Addis Abeba,Type 1
2674,21-02-2019 08:08:59,5,Alan,Vinther,Congo,Laundo,Type 1
2675,29-05-2019 00:54:04,80,Benjamin,Demant,Marrakesh,Cairo,Type 4
2676,11-11-2019 21:05:18,55,Martin,Hauge,Guldkysten,Cairo,Type 3
2677,15-10-2019 13:46:30,65,Marc,Vasie,Slavekysten,Cairo,Type 1
2678,17-04-2019 22:16:02,5,Gustav,Madsen,Sierra Leone,Guldkysten,Type 5
2679,06-03-2019 10:28:12,55,Mark,Demant,Timbuktu,Laundo,Type 3
2680,12-02-2019 05:35:51,40,Helene,Hauge,Tripoli,Tripoli,Type 5
2681,24-07-2019 07:15:08,80,Kasper,Lund,Kap st. Marie,Kap st. Marie,Type 2
2682,12-04-2019 07:59:31,75,Mik,Hildorf,St. Helena,Cairo,Type 1
2683,03-08-2019 09:15:32,50,Jacob,Madsen,Dakar,Marrakesh,Type 5
2684,13-04-2019 15:49:18,55,Zeki,Svenningsen,Kap Guardafui,Cairo,Type 4
2685,03-04-2019 14:05:26,15,Jacob,Wagtberg,Guldkysten,St. Helena,Type 3
2686,02-05-2019 20:10:23,30,Benjamin,Lund,Guldkysten,Sahara,Type 1
2687,01-07-2019 20:34:01,50,Martin,Pyndt,Tanger,Kapstaden,Type 5
2688,06-01-2019 20:53:15,20,Kasper,Madsen,Marrakesh,Cairo,Type 2
2689,29-09-2019 23:31:24,25,Alexander,Andersen,Dafur,Amatave,Type 1
2690,31-05-2019 09:57:10,30,Jacob,Hildorf,Tanger,Dafur,Type 2
2691,04-05-2019 19:48:27,5,Rasmus,Vinther,Kapstaden,Bahr El Ghazal,Type 2
2692,12-04-2019 19:20:32,35,Lisa,Madsen,Victoria Faldene,Sierra Leone,Type 3
2693,07-05-2019 17:05:50,15,Jacob,Memborg,Timbuktu,St. Helena,Type 3
2694,24-01-2019 10:57:41,10,Julius,Wagtberg,Addis Abeba,Cairo,Type 2
2695,24-08-2019 12:04:17,100,Martin,Lafi,Marrakesh,Tanger,Type 5
2696,12-03-2019 08:08:29,80,Mark,Trier,Timbuktu,Sierra Leone,Type 1
2697,11-11-2019 23:47:49,100,Steven,Ljungqvist,Timbuktu,Amatave,Type 5
2698,15-03-2019 21:36:38,10,Niels,Pedersen,Sierra Leone,Wadai,Type 3
2699,19-04-2019 02:36:23,20,Kasper,Madsen,Suakin,Wadai,Type 5
2700,29-05-2019 19:02:39,40,Jacob,Lund,Dafur,Omdurmant,Type 4
2701,08-09-2019 13:00:26,85,Mark,Vinther,Kap Guardafui,Mocambique,Type 2
2702,28-05-2019 03:37:40,5,Alexander,Kluw,Omdurmant,Wadai,Type 5
2703,13-05-2019 03:22:27,15,Andreas,Memborg,Kap st. Marie,Tripoli,Type 5
2704,23-02-2019 14:33:40,60,Mik,Memborg,Marrakesh,Sierra Leone,Type 4
2705,29-08-2019 20:39:10,40,Kasper,Andersen,Tanger,Zanzibar,Type 2
2706,03-02-2019 05:24:28,30,Kasper,Lund,Suakin,Timbuktu,Type 3
2707,27-01-2019 17:15:50,15,Julius,Steffensen,Amatave,Victoria Faldene,Type 1
2708,05-03-2019 03:33:10,85,Simone,Steffensen,Laundo,Tunis,Type 3
2709,22-01-2019 05:04:26,65,Gustav,Jakobsen,Sahara,Sierra Leone,Type 4
2710,10-11-2019 06:19:55,75,Mik,Madsen,Kapstaden,Sierra Leone,Type 4
2711,15-05-2019 19:13:36,10,Rasmus,Henriksen,Sahara,De Kanariske Oeer,Type 5
2712,22-10-2019 03:42:05,75,Andreas,Trier,Congo,Congo,Type 5
2713,03-08-2019 03:16:32,100,Arkan,Vinther,Dafur,Hvalbugten,Type 2
2714,27-04-2019 00:03:01,5,Sofie,Henriksen,Dakar,Bahr El Ghazal,Type 5
2715,29-06-2019 22:43:21,80,Gustav,Lund,Wadai,Wadai,Type 3
2716,10-10-2019 21:02:47,85,Alan,Hegelund,Sierra Leone,Dakar,Type 5
2717,15-06-2019 09:06:16,80,Thomas,Hildorf,De Kanariske Oeer,Guldkysten,Type 1
2718,21-04-2019 22:13:36,90,Lisa,Andersen,Victoria Faldene,De Kanariske Oeer,Type 5
2719,16-09-2019 18:54:16,25,Helene,Pedersen,Suakin,Kap st. Marie,Type 4
2720,27-01-2019 19:04:22,35,Martin,Hegelund,Tripoli,Slavekysten,Type 2
2721,19-04-2019 11:30:52,75,Helene,Svenningsen,Dafur,Victoriasoen,Type 5
2722,23-08-2019 05:20:55,70,Sofie,Hegelund,Addis Abeba,Tanger,Type 5
2723,15-04-2019 07:30:22,30,Jacob,Demant,Mocambique,Victoria Faldene,Type 4
2724,18-04-2019 07:29:13,5,Jacob,Steffensen,Dafur,Bahr El Ghazal,Type 3
2725,20-02-2019 17:38:39,5,Jakob,Meynan,Kapstaden,Amatave,Type 4
2726,17-05-2019 06:25:59,40,Jacob,Jakobsen,Congo,St. Helena,Type 3
2727,15-01-2019 05:07:46,75,Rasmus,Meynan,Suakin,Addis Abeba,Type 1
2728,18-03-2019 13:28:19,25,Simone,Wagtberg,Zanzibar,Kabalo,Type 4
2729,20-02-2019 11:22:08,30,Jacob,Vasie,Suakin,Slavekysten,Type 1
2730,05-04-2019 02:50:24,15,Jakob,Roenhild,Sierra Leone,Zanzibar,Type 2
2731,17-07-2019 22:31:04,35,Mik,Henriksen,Victoriasoen,Kap st. Marie,Type 1
2732,14-06-2019 03:08:15,20,Sofie,Hauge,Sierra Leone,Kap st. Marie,Type 2
2733,17-05-2019 09:10:36,10,Niels,Ljungqvist,Wadai,Tripoli,Type 3
2734,10-07-2019 22:38:02,15,Julius,Hildorf,Sierra Leone,Timbuktu,Type 4
2735,10-04-2019 06:07:17,15,Lisa,Lund,Bahr El Ghazal,Guldkysten,Type 2
2736,28-10-2019 11:41:47,45,Steven,Ljungqvist,Kap st. Marie,De Kanariske Oeer,Type 2
2737,31-03-2019 10:02:55,60,Jacob,Ljungqvist,Timbuktu,Zanzibar,Type 2
2738,09-08-2019 07:38:34,75,Sofie,Vasie,Dafur,Kabalo,Type 5
2739,17-03-2019 22:11:56,50,Martin,Andersen,Victoriasoen,Kabalo,Type 3
2740,31-10-2019 08:36:30,25,Sofie,Hegelund,Congo,Victoria Faldene,Type 3
2741,09-10-2019 23:26:52,10,Jakob,Hegelund,Tunis,Victoria Faldene,Type 1
2742,13-08-2019 03:00:47,85,Gustav,Madsen,Victoria Faldene,Bahr El Ghazal,Type 1
2743,06-02-2019 13:43:36,100,Marc,Vasie,Cairo,Sahara,Type 1
2744,01-06-2019 11:41:27,75,Alexander,Vasie,Addis Abeba,Kap st. Marie,Type 1
2745,28-03-2019 19:22:41,30,Kasper,Pedersen,Mocambique,Sahara,Type 1
2746,17-10-2019 03:25:15,90,Arkan,Madsen,Slavekysten,Kabalo,Type 3
2747,16-07-2019 12:59:53,15,Emil,Meynan,Guldkysten,Tanger,Type 2
2748,06-03-2019 18:56:01,80,Julius,Vasie,Timbuktu,Tunis,Type 4
2749,18-02-2019 08:13:43,65,Gustav,Lafi,Zanzibar,Victoriasoen,Type 1
2750,28-03-2019 14:53:17,100,Jonas,Lafi,Cairo,Guldkysten,Type 3
2751,13-07-2019 15:05:27,85,Mik,Kireli,Timbuktu,Amatave,Type 2
2752,05-03-2019 20:48:42,65,Martin,Madsen,Sierra Leone,Addis Abeba,Type 3
2753,02-05-2019 10:04:19,30,Steven,Ljungqvist,Laundo,Kap Guardafui,Type 1
2754,25-07-2019 19:03:33,70,Andreas,Demant,Congo,Addis Abeba,Type 1
2755,03-08-2019 22:01:06,50,Jacob,Ljungqvist,Tanger,Omdurmant,Type 1
2756,07-08-2019 20:16:32,40,Jakob,Kireli,Marrakesh,Sierra Leone,Type 3
2757,19-02-2019 17:27:01,40,Mik,Pyndt,Mocambique,Kapstaden,Type 4
2758,03-01-2019 16:40:53,10,Marc,Demant,Dakar,Suakin,Type 4
2759,10-09-2019 09:25:50,5,Thomas,Vasie,Dragebjerget,Guldkysten,Type 1
2760,10-08-2019 12:05:36,10,Julius,Trier,Cairo,Sahara,Type 2
2761,19-02-2019 00:18:40,60,Sofie,Kireli,Marrakesh,Laundo,Type 3
2762,12-01-2019 10:52:45,25,Helene,Kluw,Dragebjerget,Congo,Type 1
2763,23-03-2019 07:53:04,25,Helene,Trier,Mocambique,Wadai,Type 1
2764,24-10-2019 23:42:07,90,Lisa,Kireli,Sahara,St. Helena,Type 4
2765,24-03-2019 10:35:21,90,Mik,Roenhild,Victoriasoen,Addis Abeba,Type 2
2766,27-07-2019 13:19:00,45,Mark,Roenhild,Guldkysten,Slavekysten,Type 1
2767,12-11-2019 21:44:00,60,Emil,Hildorf,Laundo,Dragebjerget,Type 2
2768,03-10-2019 03:39:34,90,Jonas,Kluw,Wadai,Kap Guardafui,Type 5
2769,14-06-2019 23:28:11,85,Andreas,Hauge,Laundo,De Kanariske Oeer,Type 2
2770,03-07-2019 08:12:26,90,Simone,Demant,Dafur,Guldkysten,Type 1
2771,31-07-2019 19:25:41,100,Alan,Kluw,Omdurmant,Tanger,Type 3
2772,23-04-2019 00:18:32,65,Kasper,Kluw,Cairo,Slavekysten,Type 5
2773,10-09-2019 01:25:23,65,Alexander,Vasie,Tunis,De Kanariske Oeer,Type 1
2774,07-02-2019 03:58:18,50,Arkan,Wagtberg,Dragebjerget,Zanzibar,Type 5
2775,08-09-2019 08:04:25,70,Sofie,Meynan,Guldkysten,Kapstaden,Type 5
2776,15-10-2019 14:16:48,90,Alexander,Ljungqvist,Tripoli,Dragebjerget,Type 2
2777,16-10-2019 01:01:13,85,Kasper,Madsen,St. Helena,Wadai,Type 5
2778,28-02-2019 05:49:59,20,Alexander,Svenningsen,Suakin,Victoriasoen,Type 2
2779,24-03-2019 01:23:50,40,Andreas,Pyndt,Guldkysten,Bahr El Ghazal,Type 1
2780,25-06-2019 09:44:58,35,Arkan,Madsen,Sierra Leone,Tanger,Type 1
2781,25-03-2019 01:13:39,70,Simone,Pyndt,Tanger,Marrakesh,Type 4
2782,15-09-2019 06:07:13,75,Niels,Kireli,Kap Guardafui,Tripoli,Type 3
2783,29-06-2019 00:30:10,50,Lisa,Madsen,Wadai,St. Helena,Type 2
2784,27-05-2019 05:00:58,75,Niels,Andersen,Cairo,Hvalbugten,Type 4
2785,31-07-2019 12:21:20,65,Gustav,Madsen,Kap st. Marie,Victoriasoen,Type 1
2786,05-06-2019 11:49:17,60,Marc,Hildorf,Tunis,Slavekysten,Type 1
2787,18-08-2019 23:07:49,60,Martin,Vasie,Kapstaden,Wadai,Type 5
2788,14-02-2019 07:32:05,20,Helene,Kireli,Slavekysten,St. Helena,Type 3
2789,12-08-2019 22:06:29,30,Lisa,Johansen,Suakin,Wadai,Type 4
2790,07-01-2019 15:46:42,75,Benjamin,Pedersen,St. Helena,Sahara,Type 2
2791,08-10-2019 09:45:04,20,Gustav,Svenningsen,Addis Abeba,Mocambique,Type 5
2792,16-04-2019 02:55:36,90,Andreas,Lafi,Sierra Leone,Kap Guardafui,Type 4
2793,13-07-2019 19:31:52,25,Niels,Wagtberg,Timbuktu,Cairo,Type 2
2794,26-01-2019 09:25:24,30,Marc,Meynan,Kap Guardafui,Hvalbugten,Type 3
2795,05-01-2019 15:16:01,55,Simone,Kireli,Hvalbugten,Tripoli,Type 4
2796,01-01-2019 00:53:43,20,Zeki,Madsen,Dakar,Dakar,Type 1
2797,22-04-2019 07:59:18,90,Alan,Kireli,Amatave,St. Helena,Type 1
2798,05-02-2019 07:17:07,15,Martin,Vasie,De Kanariske Oeer,Mocambique,Type 3
2799,31-08-2019 23:18:11,40,Zeki,Steffensen,Tripoli,De Kanariske Oeer,Type 2
2800,07-03-2019 04:17:26,75,Julius,Svenningsen,Kap Guardafui,Kap Guardafui,Type 3
2801,30-07-2019 09:42:26,15,Jonas,Jakobsen,Cairo,St. Helena,Type 5
2802,28-01-2019 00:46:16,20,Steven,Steffensen,Tanger,Marrakesh,Type 5
2803,10-07-2019 23:58:07,90,Sofie,Kireli,Kap Guardafui,Tanger,Type 1
2804,07-05-2019 02:06:42,40,Martin,Kluw,Omdurmant,Dragebjerget,Type 2
2805,02-03-2019 18:57:00,60,Arkan,Andersen,Bahr El Ghazal,Congo,Type 5
2806,19-08-2019 12:27:13,75,Jacob,Lund,Guldkysten,Sierra Leone,Type 2
2807,09-02-2019 03:42:38,80,Niels,Pyndt,Sierra Leone,Bahr El Ghazal,Type 3
2808,05-07-2019 16:43:05,90,Marc,Demant,Victoriasoen,Congo,Type 1
2809,21-08-2019 22:36:52,55,Jakob,Hildorf,Congo,Timbuktu,Type 1
2810,29-06-2019 21:01:02,55,Julius,Meynan,Wadai,Hvalbugten,Type 3
2811,29-03-2019 05:35:43,80,Mark,Kluw,Suakin,Victoria Faldene,Type 2
2812,24-02-2019 15:51:38,25,Jacob,Pyndt,St. Helena,Omdurmant,Type 4
2813,12-03-2019 18:06:11,80,Jakob,Meynan,Tanger,Dakar,Type 1
2814,06-09-2019 11:24:07,45,Julius,Andersen,Wadai,Hvalbugten,Type 2
2815,29-05-2019 02:49:26,50,Mark,Lund,Addis Abeba,Congo,Type 4
2816,12-07-2019 08:24:05,50,Jakob,Hildorf,Tripoli,Timbuktu,Type 1
2817,28-07-2019 20:02:22,80,Mik,Henriksen,Zanzibar,Timbuktu,Type 5
2818,07-01-2019 18:03:37,20,Steven,Lund,Amatave,Zanzibar,Type 5
2819,13-05-2019 13:15:47,80,Kasper,Hildorf,Kap Guardafui,Dragebjerget,Type 2
2820,23-05-2019 08:15:40,70,Jakob,Trier,Amatave,Wadai,Type 4
2821,18-06-2019 02:40:50,20,Kasper,Hauge,Marrakesh,Kabalo,Type 5
2822,30-08-2019 09:37:32,50,Sofie,Madsen,Victoriasoen,Suakin,Type 4
2823,06-07-2019 20:09:57,85,Sofie,Steffensen,Kapstaden,Dafur,Type 4
2824,25-01-2019 02:10:18,5,Jakob,Lund,Suakin,Tunis,Type 5
2825,10-06-2019 21:09:50,45,Emil,Steffensen,Suakin,Guldkysten,Type 3
2826,23-05-2019 05:03:30,30,Julius,Lund,Amatave,Dragebjerget,Type 4
2827,20-06-2019 12:53:17,90,Gustav,Hegelund,Tanger,Kabalo,Type 1
2828,07-06-2019 15:51:35,35,Jonas,Memborg,Cairo,Dragebjerget,Type 1
2829,04-05-2019 19:29:07,80,Emil,Hauge,Wadai,Victoria Faldene,Type 3
2830,02-03-2019 12:30:49,75,Simone,Vasie,Cairo,Sahara,Type 5
2831,24-05-2019 07:28:46,60,Julius,Roenhild,Suakin,Victoria Faldene,Type 1
2832,20-08-2019 11:35:47,25,Martin,Pyndt,Victoria Faldene,Kap Guardafui,Type 2
2833,03-05-2019 13:38:22,15,Alexander,Pedersen,Addis Abeba,Victoria Faldene,Type 4
2834,09-01-2019 23:59:41,20,Alan,Jakobsen,Wadai,Tanger,Type 3
2835,18-08-2019 16:41:33,75,Martin,Johansen,Hvalbugten,Victoriasoen,Type 1
2836,03-04-2019 04:06:04,35,Rasmus,Kireli,Guldkysten,Mocambique,Type 1
2837,02-03-2019 06:29:23,45,Simone,Hildorf,Dakar,Slavekysten,Type 5
2838,19-08-2019 05:35:56,85,Martin,Pyndt,Amatave,Bahr El Ghazal,Type 3
2839,27-02-2019 15:02:51,45,Jacob,Lafi,Mocambique,Dragebjerget,Type 5
2840,26-04-2019 10:54:38,30,Rasmus,Trier,Wadai,Bahr El Ghazal,Type 4
2841,24-09-2019 09:25:09,75,Zeki,Madsen,Omdurmant,Dakar,Type 4
2842,22-08-2019 06:25:55,5,Alexander,Andersen,Kap st. Marie,Zanzibar,Type 3
2843,10-04-2019 22:47:15,80,Niels,Wagtberg,Sahara,Tunis,Type 2
2844,10-06-2019 00:13:26,80,Alan,Hauge,Laundo,De Kanariske Oeer,Type 2
2845,24-06-2019 02:47:42,40,Emil,Jakobsen,Timbuktu,Kapstaden,Type 3
2846,22-08-2019 08:19:14,55,Alexander,Demant,Victoriasoen,Bahr El Ghazal,Type 2
2847,28-08-2019 20:03:28,30,Gustav,Jakobsen,Dakar,Amatave,Type 1
2848,22-04-2019 21:27:23,20,Martin,Johansen,Timbuktu,Kap st. Marie,Type 3
2849,10-06-2019 01:39:01,100,Simone,Kireli,Victoria Faldene,Tanger,Type 2
2850,24-05-2019 13:29:36,40,Mik,Kluw,Laundo,Slavekysten,Type 2
2851,13-02-2019 15:28:03,10,Alexander,Hauge,Kapstaden,Victoria Faldene,Type 3
2852,10-11-2019 17:44:57,30,Helene,Andersen,Kap st. Marie,Wadai,Type 2
2853,06-01-2019 06:05:31,25,Julius,Roenhild,Dafur,Victoria Faldene,Type 5
2854,16-02-2019 02:55:30,75,Jakob,Johansen,Suakin,Kapstaden,Type 2
2855,09-01-2019 21:21:15,5,Mark,Kluw,Zanzibar,Laundo,Type 3
2856,29-07-2019 23:20:41,40,Alan,Memborg,Laundo,Kapstaden,Type 2
2857,06-08-2019 00:04:37,80,Jakob,Ljungqvist,Kap st. Marie,Hvalbugten,Type 5
2858,16-01-2019 22:02:27,15,Helene,Jakobsen,Timbuktu,Bahr El Ghazal,Type 1
2859,28-04-2019 16:34:17,90,Jakob,Henriksen,Bahr El Ghazal,Cairo,Type 5
2860,13-01-2019 16:21:47,90,Helene,Madsen,Victoriasoen,Marrakesh,Type 1
2861,23-08-2019 00:47:37,20,Arkan,Svenningsen,St. Helena,Sierra Leone,Type 4
2862,21-09-2019 20:30:55,90,Andreas,Johansen,De Kanariske Oeer,Hvalbugten,Type 3
2863,13-07-2019 12:43:28,65,Sofie,Demant,Cairo,Victoria Faldene,Type 2
2864,06-06-2019 00:39:15,60,Emil,Vasie,Congo,Dafur,Type 3
2865,31-03-2019 19:04:28,55,Martin,Roenhild,Victoria Faldene,Hvalbugten,Type 3
2866,18-09-2019 12:35:46,50,Mark,Pyndt,Wadai,Sierra Leone,Type 5
2867,24-07-2019 08:49:54,50,Marc,Roenhild,Kabalo,Sahara,Type 3
2868,27-02-2019 20:02:17,80,Kasper,Andersen,Wadai,Dakar,Type 5
2869,02-07-2019 09:55:01,35,Jakob,Andersen,Sahara,Amatave,Type 2
2870,13-04-2019 15:23:37,90,Arkan,Demant,Addis Abeba,Omdurmant,Type 2
2871,14-11-2019 00:21:21,50,Mark,Roenhild,Victoriasoen,Dakar,Type 2
2872,30-01-2019 11:02:29,45,Julius,Vinther,Guldkysten,Tunis,Type 2
2873,05-11-2019 09:18:15,50,Jacob,Steffensen,Bahr El Ghazal,Kap Guardafui,Type 5
2874,25-09-2019 06:01:06,75,Rasmus,Kireli,Omdurmant,Victoria Faldene,Type 2
2875,08-05-2019 07:10:46,60,Steven,Meynan,Guldkysten,Congo,Type 3
2876,04-08-2019 00:16:49,10,Helene,Pedersen,Bahr El Ghazal,Dragebjerget,Type 4
2877,19-04-2019 20:44:12,50,Niels,Demant,Slavekysten,Victoria Faldene,Type 5
2878,29-03-2019 05:56:21,90,Niels,Kluw,De Kanariske Oeer,Timbuktu,Type 4
2879,28-02-2019 06:57:04,60,Mik,Meynan,Amatave,Omdurmant,Type 5
2880,01-05-2019 21:18:49,20,Mik,Pyndt,Dakar,Dafur,Type 4
2881,04-05-2019 19:50:03,70,Alan,Andersen,Amatave,Marrakesh,Type 1
2882,11-09-2019 12:21:00,40,Jakob,Pedersen,Marrakesh,Kapstaden,Type 5
2883,16-06-2019 17:15:21,85,Jakob,Svenningsen,Cairo,Marrakesh,Type 5
2884,27-07-2019 06:16:37,20,Gustav,Andersen,Zanzibar,Kapstaden,Type 5
2885,03-04-2019 02:03:17,70,Marc,Hauge,Sahara,Kap Guardafui,Type 5
2886,14-01-2019 18:07:35,15,Mik,Hauge,Laundo,Cairo,Type 3
2887,18-06-2019 16:16:37,10,Sofie,Jakobsen,Kapstaden,Kapstaden,Type 3
2888,05-10-2019 06:10:40,40,Simone,Demant,Suakin,Victoria Faldene,Type 2
2889,27-10-2019 21:55:48,5,Jonas,Kireli,De Kanariske Oeer,De Kanariske Oeer,Type 4
2890,13-04-2019 20:39:52,15,Steven,Lund,Slavekysten,Hvalbugten,Type 3
2891,05-10-2019 06:06:19,20,Emil,Roenhild,Slavekysten,Kapstaden,Type 1
2892,14-07-2019 11:53:15,40,Julius,Kireli,Zanzibar,Dakar,Type 2
2893,26-04-2019 03:27:01,85,Zeki,Demant,De Kanariske Oeer,Victoriasoen,Type 4
2894,20-03-2019 13:56:54,30,Gustav,Hildorf,Suakin,Kabalo,Type 2
2895,11-06-2019 15:31:13,90,Zeki,Henriksen,Sierra Leone,Guldkysten,Type 1
2896,01-07-2019 03:34:38,70,Jonas,Demant,Kap st. Marie,Kabalo,Type 2
2897,06-06-2019 01:04:46,50,Benjamin,Roenhild,Dakar,St. Helena,Type 1
2898,20-09-2019 21:08:11,40,Thomas,Vasie,Tunis,Mocambique,Type 4
2899,08-01-2019 08:48:29,85,Arkan,Madsen,Suakin,Kapstaden,Type 2
2900,03-01-2019 03:01:43,65,Martin,Hauge,Tanger,Tanger,Type 5
2901,15-03-2019 06:31:06,55,Mark,Ljungqvist,Hvalbugten,Zanzibar,Type 5
2902,05-04-2019 22:24:01,55,Kasper,Kireli,Slavekysten,Kap Guardafui,Type 4
2903,17-06-2019 20:57:44,55,Kasper,Demant,Dragebjerget,Kabalo,Type 2
2904,13-01-2019 03:04:45,15,Niels,Steffensen,Kabalo,Tripoli,Type 3
2905,21-04-2019 08:25:23,50,Helene,Pedersen,St. Helena,Hvalbugten,Type 2
2906,03-06-2019 20:28:19,35,Alan,Vasie,Dakar,Kapstaden,Type 5
2907,19-09-2019 01:31:53,25,Gustav,Johansen,Zanzibar,Congo,Type 4
2908,13-07-2019 08:18:11,70,Jakob,Demant,Dragebjerget,Marrakesh,Type 1
2909,01-06-2019 12:40:35,80,Alexander,Kluw,Mocambique,Kap Guardafui,Type 2
2910,13-11-2019 13:16:28,60,Alexander,Steffensen,Tunis,Laundo,Type 5
2911,31-03-2019 09:46:01,35,Thomas,Hegelund,Guldkysten,Laundo,Type 2
2912,07-01-2019 17:26:20,30,Zeki,Hildorf,Marrakesh,Sahara,Type 3
2913,01-05-2019 06:31:01,65,Julius,Memborg,Dafur,Victoria Faldene,Type 4
2914,26-03-2019 00:23:40,80,Marc,Kireli,Dragebjerget,De Kanariske Oeer,Type 5
2915,03-09-2019 15:43:25,90,Jacob,Roenhild,Sierra Leone,St. Helena,Type 1
2916,06-11-2019 21:46:28,85,Rasmus,Steffensen,Marrakesh,Omdurmant,Type 5
2917,29-06-2019 22:41:31,25,Simone,Vinther,Cairo,Timbuktu,Type 4
2918,29-01-2019 23:52:43,40,Jakob,Memborg,Tanger,Hvalbugten,Type 3
2919,19-07-2019 16:53:48,25,Kasper,Demant,Cairo,Laundo,Type 1
2920,26-06-2019 07:59:14,100,Simone,Pyndt,Addis Abeba,Dakar,Type 5
2921,01-11-2019 08:31:01,60,Steven,Lafi,Victoriasoen,Marrakesh,Type 4
2922,04-05-2019 16:10:29,25,Sofie,Roenhild,Guldkysten,Bahr El Ghazal,Type 5
2923,01-05-2019 19:32:28,70,Martin,Henriksen,Zanzibar,Guldkysten,Type 3
2924,12-05-2019 12:53:51,15,Helene,Trier,Guldkysten,Suakin,Type 4
2925,16-02-2019 10:25:52,40,Mark,Wagtberg,Timbuktu,Dragebjerget,Type 4
2926,12-10-2019 04:12:45,45,Lisa,Andersen,Amatave,St. Helena,Type 4
2927,09-10-2019 20:56:55,10,Andreas,Kireli,Dakar,Amatave,Type 3
2928,01-09-2019 20:00:26,45,Julius,Lund,Dafur,Dragebjerget,Type 1
2929,01-10-2019 06:46:02,80,Mik,Lund,Kabalo,Mocambique,Type 4
2930,28-10-2019 21:44:38,20,Andreas,Andersen,Dragebjerget,St. Helena,Type 4
2931,09-11-2019 11:18:57,75,Gustav,Trier,Victoria Faldene,Suakin,Type 4
2932,04-04-2019 01:01:02,35,Jakob,Pyndt,Tanger,Amatave,Type 2
2933,06-07-2019 09:04:03,50,Gustav,Hauge,Slavekysten,Laundo,Type 5
2934,11-06-2019 18:12:03,30,Jakob,Andersen,Wadai,Tripoli,Type 1
